player_name,team_abbreviation,age,player_height,pts,reb,season
Hakim Warrick,MEM,26,205.74,11.6,5,2008-09
Greg Oden,POR,21,213.36,8.9,7,2008-09
Greg Buckner,MEM,32,193.04,2.5,2.1,2008-09
Grant Hill,PHX,36,203.2,12,4.9,2008-09
Goran Dragic,PHX,23,193.04,4.5,1.9,2008-09
Glen Davis,BOS,23,205.74,7,4,2008-09
Gilbert Arenas,WAS,27,193.04,13,4.5,2008-09
Gerald Wallace,CHA,26,200.66,16.6,7.8,2008-09
Gerald Green,DAL,23,203.2,5.2,1.4,2008-09
George Hill,SAS,23,187.96,5.7,2.1,2008-09
Eddie Gill,MIL,30,182.88,2.3,0.7,2008-09
Gabe Pruitt,BOS,23,193.04,2,0.9,2008-09
Francisco Garcia,SAC,27,200.66,12.7,3.4,2008-09
Francisco Elson,MIL,33,213.36,3.4,3.9,2008-09
Flip Murray,ATL,29,190.5,12.2,2.1,2008-09
Fabricio Oberto,SAS,34,208.28,2.6,2.6,2008-09
Etan Thomas,WAS,31,208.28,3.1,2.5,2008-09
Erick Dampier,DAL,33,210.82,5.7,7.1,2008-09
Eric Gordon,LAC,20,190.5,16.1,2.6,2008-09
Emeka Okafor,CHA,26,208.28,13.2,10.1,2008-09
Elton Brand,PHI,30,205.74,13.8,8.8,2008-09
Eduardo Najera,NJN,32,203.2,2.9,2.5,2008-09
Eddy Curry,NYK,26,210.82,1.7,1.3,2008-09
Fred Jones,LAC,30,187.96,7.3,2.4,2008-09
Juwan Howard,CHA,36,205.74,4.1,1.8,2008-09
Zydrunas Ilgauskas,CLE,34,220.98,12.9,7.5,2008-09
Zaza Pachulia,ATL,25,210.82,6.2,5.7,2008-09
Luke Ridnour,MIL,29,187.96,10.4,1.7,2009-10
Elton Brand,PHI,31,205.74,13.1,6.1,2009-10
Emeka Okafor,NOH,27,208.28,10.4,9,2009-10
Eric Gordon,LAC,21,190.5,16.9,2.6,2009-10
Eric Maynor,OKC,23,190.5,4.7,1.6,2009-10
Erick Dampier,DAL,34,210.82,6,7.3,2009-10
Ersan Ilyasova,MIL,23,208.28,10.4,6.4,2009-10
Etan Thomas,OKC,32,208.28,3.3,2.8,2009-10
Fabricio Oberto,WAS,35,208.28,1.5,1.8,2009-10
Flip Murray,CHI,30,190.5,9.9,2.4,2009-10
Francisco Elson,PHI,34,213.36,1,1.2,2009-10
Francisco Garcia,SAC,28,200.66,8.1,2.6,2009-10
Garrett Temple,SAS,24,198.12,5,1.1,2009-10
George Hill,SAS,24,187.96,12.4,2.6,2009-10
Gerald Henderson,CHA,22,195.58,2.6,1.3,2009-10
Gerald Wallace,CHA,27,200.66,18.2,10,2009-10
Gilbert Arenas,WAS,28,193.04,22.6,4.2,2009-10
Glen Davis,BOS,24,205.74,6.3,3.8,2009-10
Goran Dragic,PHX,24,190.5,7.9,2.1,2009-10
Grant Hill,PHX,37,203.2,11.3,5.5,2009-10
Greg Oden,POR,22,213.36,11.1,8.5,2009-10
Hakim Warrick,CHI,27,205.74,9.6,4.1,2009-10
Hamed Haddadi,MEM,25,218.44,1.7,2.1,2009-10
Hasheem Thabeet,MEM,23,220.98,3.1,3.6,2009-10
Eduardo Najera,DAL,33,203.2,3.4,2.5,2009-10
Eddy Curry,NYK,27,213.36,3.7,1.9,2009-10
Eddie House,NYK,32,185.42,7,1.6,2009-10
Earl Watson,IND,31,185.42,7.8,3,2009-10
DeMar DeRozan,TOR,20,200.66,8.6,2.9,2009-10
DeMarre Carroll,MEM,23,203.2,2.9,2.1,2009-10
DeSagana Diop,CHA,28,213.36,1.2,2.4,2009-10
DeShawn Stevenson,DAL,29,195.58,2.1,1.4,2009-10
Delonte West,CLE,26,190.5,8.8,2.8,2009-10
Derek Fisher,LAL,35,185.42,7.5,2.1,2009-10
Deron Williams,UTA,26,190.5,18.7,4,2009-10
Derrick Brown,CHA,22,203.2,3.3,1.4,2009-10
Derrick Rose,CHI,21,190.5,20.8,3.8,2009-10
Desmond Mason,SAC,32,195.58,2.6,2.6,2009-10
Devean George,GSW,32,203.2,5.4,2.5,2009-10
Hedo Turkoglu,TOR,31,208.28,11.3,4.6,2009-10
Devin Brown,CHI,31,195.58,8,2.5,2009-10
Dirk Nowitzki,DAL,32,213.36,25,7.7,2009-10
Dominic McGuire,SAC,24,205.74,0.7,1.5,2009-10
Donte Greene,SAC,22,210.82,8.5,3.1,2009-10
Dorell Wright,MIA,24,205.74,7.1,3.3,2009-10
Drew Gooden,LAC,28,208.28,10.9,7.7,2009-10
Dwayne Jones,PHX,27,208.28,0,1,2009-10
Dwight Howard,ORL,24,210.82,18.3,13.2,2009-10
Dwyane Wade,MIA,28,193.04,26.6,4.8,2009-10
Earl Barron,NYK,28,213.36,11.7,11,2009-10
Earl Boykins,WAS,34,165.1,6.6,1.1,2009-10
Earl Clark,PHX,22,208.28,2.7,1.2,2009-10
Devin Harris,NJN,27,190.5,16.9,3.2,2009-10
Henry Walker,NYK,22,198.12,9.4,2.5,2009-10
Hilton Armstrong,HOU,25,210.82,2.2,2.5,2009-10
Ian Mahinmi,SAS,23,210.82,3.9,2,2009-10
Jason Maxiell,DET,27,200.66,6.8,5.3,2009-10
Jason Richardson,PHX,29,198.12,15.7,5.1,2009-10
Jason Smith,PHI,24,213.36,3.4,2.4,2009-10
Jason Terry,DAL,32,187.96,16.6,1.8,2009-10
Jason Thompson,SAC,23,210.82,12.5,8.5,2009-10
Jason Williams,ORL,34,185.42,6,1.5,2009-10
Jawad Williams,CLE,27,205.74,4.1,1.5,2009-10
Jeff Ayres,POR,23,205.74,2.7,2.5,2009-10
Jeff Foster,IND,33,210.82,3.1,5.1,2009-10
Jeff Green,OKC,23,205.74,15.1,6,2009-10
Jeff Teague,ATL,22,187.96,3.2,0.9,2009-10
Jermaine O'Neal,MIA,31,210.82,13.6,6.9,2009-10
Jermaine Taylor,HOU,23,193.04,4.1,1.5,2009-10
Jerry Stackhouse,MIL,35,198.12,8.5,2.4,2009-10
Jerryd Bayless,POR,21,190.5,8.5,1.6,2009-10
Joakim Noah,CHI,25,210.82,10.7,11,2009-10
Jodie Meeks,PHI,22,193.04,4.7,1.7,2009-10
Joe Alexander,CHI,23,203.2,0.5,0.6,2009-10
Joe Johnson,ATL,29,200.66,21.3,4.6,2009-10
Joe Smith,ATL,34,208.28,3,2.5,2009-10
Joel Anthony,MIA,27,205.74,2.7,3.1,2009-10
Joel Przybilla,POR,30,215.9,4.1,7.9,2009-10
Joey Dorsey,SAC,26,203.2,1.5,2.9,2009-10
Jason Kidd,DAL,37,193.04,10.3,5.6,2009-10
Jason Kapono,PHI,29,203.2,5.7,1.2,2009-10
Jason Hart,NOH,32,190.5,0.4,0.4,2009-10
Jason Collins,ATL,31,213.36,0.7,0.6,2009-10
Ime Udoka,SAC,32,195.58,3.6,2.8,2009-10
J.J. Barea,DAL,26,182.88,7.6,1.9,2009-10
J.R. Giddens,NYK,25,195.58,2.2,1.6,2009-10
JJ Hickson,CLE,21,205.74,8.5,4.9,2009-10
JJ Redick,ORL,26,193.04,9.6,1.9,2009-10
JR Smith,DEN,24,198.12,15.4,3.1,2009-10
JaVale McGee,WAS,22,213.36,6.4,4.1,2009-10
Jamaal Magloire,MIA,32,210.82,2.1,3.4,2009-10
Jamaal Tinsley,MEM,32,190.5,3.5,1.7,2009-10
Jamal Crawford,ATL,30,195.58,18,2.5,2009-10
Jamario Moon,CLE,30,203.2,4.9,3.1,2009-10
DeJuan Blair,SAS,21,200.66,7.8,6.4,2009-10
Jameer Nelson,ORL,28,182.88,12.6,3,2009-10
James Johnson,CHI,23,205.74,3.9,2,2009-10
James Jones,MIA,29,203.2,4.1,1.3,2009-10
James Posey,NOH,33,203.2,5.2,4.3,2009-10
James Singleton,WAS,28,203.2,4.5,4.8,2009-10
JamesOn Curry,LAC,24,190.5,0,0,2009-10
Jannero Pargo,CHI,30,185.42,5.5,1.2,2009-10
Jared Dudley,PHX,24,200.66,8.2,3.4,2009-10
Jared Jeffries,HOU,28,210.82,5.3,4.1,2009-10
Jarrett Jack,TOR,26,190.5,11.4,2.7,2009-10
Jarron Collins,PHX,31,210.82,1,1.8,2009-10
Jarvis Hayes,NJN,28,203.2,7.8,2.4,2009-10
James Harden,OKC,20,195.58,9.9,3.2,2009-10
DeAndre Jordan,LAC,21,210.82,4.8,5,2009-10
David West,NOH,29,205.74,19,7.5,2009-10
David Andersen,HOU,30,210.82,5.8,3.3,2009-10
Anthony Johnson,ORL,35,190.5,4.2,1.5,2009-10
Anthony Morrow,GSW,24,195.58,13,3.8,2009-10
Anthony Parker,CLE,35,198.12,7.3,2.9,2009-10
Anthony Randolph,GSW,20,208.28,11.6,6.5,2009-10
Anthony Tolliver,GSW,25,205.74,11.7,7,2009-10
Antoine Wright,TOR,26,200.66,6.5,2.8,2009-10
Antonio Anderson,OKC,25,198.12,2,1,2009-10
Antonio McDyess,SAS,35,205.74,5.8,5.9,2009-10
Arron Afflalo,DEN,24,195.58,8.8,3.1,2009-10
Austin Daye,DET,22,210.82,5.1,2.5,2009-10
Baron Davis,LAC,31,190.5,15.3,3.5,2009-10
Ben Gordon,DET,27,190.5,13.8,1.9,2009-10
Ben Wallace,DET,35,205.74,5.5,8.7,2009-10
Beno Udrih,SAC,27,190.5,12.9,2.8,2009-10
Bobby Brown,LAC,25,187.96,4.8,0.8,2009-10
Bobby Simmons,NJN,30,198.12,5.3,2.7,2009-10
Boris Diaw,CHA,28,203.2,11.3,5.2,2009-10
Brad Miller,CHI,34,213.36,8.8,4.9,2009-10
Brandon Bass,ORL,25,203.2,5.8,2.5,2009-10
Brandon Jennings,MIL,20,185.42,15.5,3.4,2009-10
Brandon Roy,POR,25,198.12,21.5,4.4,2009-10
Brandon Rush,IND,24,198.12,9.4,4.2,2009-10
Brendan Haywood,DAL,30,213.36,9.1,9.3,2009-10
Anthony Carter,DEN,35,187.96,3.3,1.6,2009-10
Antawn Jamison,CLE,34,205.74,18.7,8.4,2009-10
Andris Biedrins,GSW,24,210.82,5,7.8,2009-10
Andrew Bynum,LAL,22,213.36,15,8.3,2009-10
Luis Scola,HOU,30,205.74,16.2,8.6,2009-10
AJ Price,IND,23,187.96,7.3,1.6,2009-10
Aaron Brooks,HOU,25,182.88,19.6,2.6,2009-10
Aaron Gray,NOH,25,213.36,3.3,3.3,2009-10
